gene	chr	start	end	expression_CCLE	replication_time	noncoding_mutation_rate	local_GC_content	HiC_compartment	local_gene_density	wgs_mean_depth	wgs_percent_20x	capture_on_target_rate	capture_mean_depth	capture_pct200	capture_mean_percentGC
ACTC1	15	35080297	35087927	521213.7	306	0.000002867763	0.41201	-0.0005246833	15	48.10811	95.91892	0.9189737	145.3869	19.44918	50.5939
ACTG2	2	74120093	74146779	1036341	284	0.000002153960	0.43021	0.04470368	17	57.40541	98.83784	0.8837752	99.45246	5.711475	51.018
ACTL6A	3	179280708	179306188	399932.8	477	0.000004650671	0.404525	0.01141892	8	58.62162	92.27027	0.8731236	189.0262	32.2623	38.09256
ACTL6B	7	100240728	100254084	1884430	247	0.000003110498	0.54917	0.05995657	42	43.59459	85.7027	0.8810431	83.13443	5.921311	60.02297
ACTL7A	9	111624603	111626035	336944.2	471	0.000002244185	0.42877	0.009085575	4	49.48649	96.21622	0.9906981	97.8918	5.727869	56.02533
ACTL7B	9	111616871	111618275	336944.2	471	0.000002244185	0.42877	0.009085575	4	42.40541	78.97297	0.9908943	122.977	11.47869	62.11182
ACTL8	1	18081808	18153556	249962.3	416	0.000002616568	0.515485	0.02650356	12	44.08108	88.97297	0.9024963	97.62295	7.016393	59.00805
ACTL9	19	8807751	8809172	536421.7	487	0.000003720808	0.4649	-0.04691742	24	40.32432	72.67568	0.990413	98.99016	5.088525	64.99761
ACTN1	14	69340841	69446083	609757.2	344	0.000001923184	0.48847	0.04399107	4	44.94595	90.24324	0.8190596	105.659	8.537705	57.578
ACTN2	1	236849770	236927558	427179.7	682	0.000004506170	0.417575	-0.009612596	8	50.86486	94.45946	0.8713934	116.3672	12.18689	50.29025
ACTN3	11	66314391	66330797	1343990	194	0.000001940442	0.52337	0.06160982	47	44.08108	87.32432	0.8729842	71.99672	6.914754	58.91736
ACTN4	19	39138327	39221170	1596646	322	0.000002376445	0.526205	0.03581888	20	48.48649	84.40541	0.8467091	86.44918	6.619672	59.62444
ACTR10	14	58666833	58702351	291131.7	545	0.000002994043	0.402705	0.02105783	7	39.86486	83.08108	0.8792091	134.3148	19.52787	35.53145
ACTR1A	10	104238987	104262512	871725.9	178	0.000001695298	0.5397	0.04122774	24	48	93.89189	0.8697285	149.9836	24.00656	51.97961
ACTR1B	2	98272402	98280561	362145.8	520	0.000002991672	0.41028	0.02546741	14	48	87.83784	0.9059775	130.4721	19.54754	59.98469
ACTR2	2	65454829	65498385	606182.8	343	0.000002247468	0.4332	0.03084528	7	52.83784	95.08108	0.8817785	146.9377	24.13115	37.99734
ACTR3	2	114647537	114716167	402979.7	629	0.000005019333	0.40288	0.01486978	13	42.51351	89.86486	0.8489643	100.9508	7.554098	36.26857
ACTR3B	7	152456851	152552463	190917	535	0.000005532725	0.44273	0.005309592	5	50.37838	92.75676	0.8238822	131.5311	19.33115	43.58503
ACTR5	20	37377097	37401089	358557.6	551	0.000003154733	0.477535	0.03489644	13	53.43243	91.16216	0.9058987	100.7607	10.60328	46.0641
ACTR6	12	100594574	100618201	184664.3	650	0.000004088160	0.41498	0.009350944	7	46.43243	92.86486	0.9129656	121.3016	10.84262	32.878
ACTR8	3	53901096	53916229	128708.8	552	0.000002609188	0.43735	0.03855432	10	47.56757	95.75676	0.8933905	144.0328	19.18361	43.00621
ACTRT1	23	127184943	127186382	937.8462	NaN	0.000005858363	0.35412	-0.03509054	1	33.67568	86.35135	0.9853783	187.7213	33.77705	48.82118
ACTRT2	1	2938046	2939465	308009.3	634	0.000003660736	0.54601	0.01910433	14	43.86486	84.05405	0.9751821	130.6033	14.20656	59.83879
ACVR1	2	158592958	158732374	81110.46	935	0.000002423070	0.3908333	0.001722014	5	54.83784	98.86486	0.8704573	113.0131	10.03607	43.75677
ACVR1B	12	52345451	52390863	493264.5	371	0.000002170649	0.49525	0.02732437	16	53.56757	94.05405	0.9026309	126.823	15.07213	50.15462
ACVR1C	2	158383280	158485399	79509.69	911	0.000002548853	0.374095	0.007467041	4	46.97297	93.13514	0.9002304	139.3148	18.19672	39.64344
ACVR2A	2	148602570	148688392	90991.54	951	0.000002797524	0.37016	-0.001911835	2	45.37838	92.32432	0.9066268	160.6066	23.91475	38.98794
ACVR2B	3	38495790	38534631	337566.6	514	0.000002131748	0.448865	0.02776	14	40.81081	84.48649	0.8767187	111.1902	16.71803	56.09049
ACVRL1	12	52301202	52317144	493264.5	371	0.000002170649	0.49525	0.02732437	16	44.21622	84.67568	0.8804485	60.30492	1.285246	59.81823
ACY1	3	52017563	52023217	1045639	224	0.000001721284	0.53508	0.03603107	21	43.40541	89.05405	0.9414589	119.5443	16.85574	57.09706
ACY3	11	67410027	67418130	1408104	424	0.000003879164	0.5245	0.05968407	33	45.45946	86.40541	0.8723973	97.64918	12.32459	60.0603
ACYP1	14	75519930	75530736	919042.5	222	0.000001936123	0.42548	0.04665903	21	51.86486	99.21622	0.896286	146.3967	29.36393	41.75458
ACYP2	2	54342410	54532433	619188.3	448	0.000001945375	0.3961767	0.01126772	8	50.91892	91.7027	0.1530891	65.37377	0.6491803	38.80196
ADA	20	43248164	43280376	801800.5	171	0.000002396205	0.44361	0.04225029	13	66.10811	93.67568	0.8727716	99.64262	10.12131	56.15989
ADAD1	4	123300121	123350946	227941.7	612	0.000003157759	0.36116	-0.01429032	9	41.48649	92.21622	0.9074045	119.2984	13.89836	36.11261
ADAD2	16	84224723	84230772	582429.2	364	0.000002258489	0.49653	0.01169003	12	41.05405	72.72973	0.9458181	66.05574	4.881967	63.96517
ADAL	15	43622872	43646094	823005.6	415	0.000002135740	0.44318	0.04997467	19	51.54054	98.08108	0.8618328	116.7967	9.252459	37.40849
ADAM10	15	58888510	59042177	506165.2	386	0.000002334814	0.40971	0.03075602	6	44.81081	92.7027	0.7473472	103.5607	7.32459	36.10338
ADAM11	17	42836568	42859212	1224408	175	0.000002301855	0.479	0.03090888	29	43.08108	83.2973	0.9069115	105.082	11.7377	61.99101
ADAM12	10	127702902	128077127	214442.6	485	0.000003741863	0.43295	-0.02854688	8	49.18919	93.32432	0.8289409	118.9344	15.12787	48.92885
ADAM15	1	155023762	155035252	1696720	214	0.000002388690	0.54898	0.04370952	28	47.86486	91.51351	0.9033885	112.8951	12.50492	58.85301
ADAM17	2	9629413	9695917	691901.6	278	0.000001967278	0.43701	0.03816832	8	54.02703	95.89189	0.88216	124.3574	14.18361	40.00821
ADAM18	8	39442142	39587485	175644.8	764	0.000003559777	0.345135	0.004405769	7	40.2973	82.91892	0.8773142	103.4262	8.383607	34.29912
ADAM19	5	156904313	157002768	261911.3	1079	0.000002843978	0.44323	0.0452478	11	45.72973	93.24324	0.858382	103.4426	11.86557	51.97394
ADAM2	8	39601256	39695779	12694.08	576	0.000003719780	0.33908	-0.002041815	8	41.54054	85.54054	0.8900362	109.4787	9.180328	34.1726
ADAM20	14	70989079	71001732	333836.3	706	0.000002812984	0.40046	0.02551989	9	56.21622	99.08108	0.9862709	176.377	26.56393	44.86922
ADAM21	14	70924217	70926621	423684.6	706	0.000002821022	0.41021	0.0216799	9	54.67568	97.56757	0.9937954	158.3607	23.16066	44.22816
ADAM22	7	87563702	87826447	178742.1	722	0.000004589860	0.372875	0.01737493	9	48.89189	94.10811	0.8300243	110.859	10.36393	38.00639
ADAM23	2	207308368	207482677	290387.4	726	0.000003345919	0.39234	0.01578371	8	47.86486	92.83784	0.8381113	110.7213	12.12787	40.97798
ADAM28	8	24151580	24212725	55817.35	565	0.000003666841	0.369435	0.004735749	7	44.78378	95.27027	0.8515249	123.2262	14.55738	39.32555
ADAM29	4	175839509	175899330	49942	889	0.000004796601	0.35701	-0.03592244	5	54.78378	98.7027	0.967121	147.2131	19.31475	43.04073
ADAM30	1	120436157	120439113	390094.2	560	0.000003376910	0.40781	0.009313993	12	64.32432	98.64865	0.9773524	180.023	26.9377	40.67927
ADAM32	8	38965050	39142435	347509.8	612	0.000003036297	0.37696	-0.004792014	12	39.72973	82.7027	0.7635295	61.80328	2.967213	33.13905
ADAM33	20	3648621	3662738	942841.7	353	0.000002283592	0.43502	0.03187171	22	44.05405	77.24324	0.9176407	71.72787	7.744262	61.02089
ADAM7	8	24298509	24366273	56051.92	741	0.000003673641	0.363915	0.006127567	7	44.94595	94.21622	0.8480991	113.2426	11.20656	37.86752
ADAM8	10	135075921	135090407	339278.7	452	0.000004392957	0.57912	-0.01156373	13	38.2973	68.59459	0.8816274	44.80984	1.422951	63.65835
ADAM9	8	38854505	38962777	389316.7	428	0.000002870240	0.42105	0.02224406	15	47.67568	93.43243	0.8573861	146.6393	18.33115	37.93824
ADAMDEC1	8	24241798	24263526	57540.46	741	0.000003679865	0.35892	0.005028487	8	45.13514	94.89189	0.8659551	99.23279	7.337705	39.70235
ADAMTS1	21	28208608	28217728	33367	441	0.000004437069	0.39122	-0.07243154	4	49.37838	91.45946	0.9452584	92.22295	8.577049	46.44525
ADAMTS10	19	8645126	8675588	622624.4	214	0.000003430084	0.53963	-0.01448048	30	40.56757	76.64865	0.9240606	83.05574	6.993443	60.74744
ADAMTS12	5	33527287	33892124	373085.5	875	0.000005372821	0.4064425	0.007060176	2	61.75676	98.24324	0.9063917	158.6984	24.42951	49.11097
ADAMTS13	9	136287120	136324507	1843278	263	0.000002462122	0.53614	0.03302484	27	44.86486	87.02703	0.8848752	87.99344	8.016393	61.36147
ADAMTS14	10	72432559	72522193	546304.8	566	0.000001849622	0.496865	0.03669319	13	46.32432	88.21622	0.8777992	78.04918	3.347541	60.83362
ADAMTS15	11	130318869	130346539	686411.3	396	0.000002748385	0.50214	-0.0003931784	8	41.24324	76.7027	0.9345093	109.5607	11.53443	61.0489
ADAMTS16	5	5140443	5320411	89384.54	683	0.000007210381	0.4234233	-0.0234987	1	56.62162	95.13514	0.8783377	140.7508	21.28525	47.78555
ADAMTS18	16	77316026	77469011	61970.81	1102	0.000005156246	0.40012	-0.02624841	4	49.81081	94.2973	0.8982104	142.0459	19.2623	46.05745
ADAMTS19	5	128796103	129074376	38096.35	1075	0.000003943396	0.35251	-0.01638733	3	36.72973	83.62162	0.878991	107.7475	10.92787	41.24716
ADAMTS2	5	178540851	178772329	1496298	677	0.000003404095	0.5026333	-0.004216437	10	39.40541	75.48649	0.8308641	93.01639	11.21311	60.08344
ADAMTS20	12	43748013	43945724	126631.9	906	0.000004602608	0.3598267	-0.02060793	2	48.35135	92.24324	0.893759	74.76393	5.318033	38.76191
ADAMTS3	4	73146687	73434516	70065	633	0.000004155967	0.36105	-0.01515678	4	50.56757	96.67568	0.8924131	135.7967	17.3541	42.11454
ADAMTS4	1	161159539	161168845	728669	234	0.000003351040	0.48423	0.03749509	34	50.43243	92.32432	0.9349342	132.6689	16.6918	58.80848
ADAMTS5	21	28290232	28339439	33105.54	441	0.000004492169	0.38477	-0.07856928	4	46.13514	87.37838	0.9385433	106.6066	13.62951	49.96256
ADAMTS6	5	64444564	64777704	275284.4	480	0.000002552371	0.3713075	0.004585021	5	43.10811	94.05405	0.8473734	109.423	10.01311	41.07976
ADAMTS7	15	79051546	79103773	507163.6	413	0.000002760178	0.500685	0.04581993	15	41.21622	77.18919	0.8933296	58.78033	3.367213	62.328
ADAMTS8	11	130274820	130298539	693280.5	382	0.000002632805	0.41722	-0.006373506	8	38.56757	75.78378	0.9370072	127.8492	20.94754	58.16759
ADAMTS9	3	64501333	64673365	90552.08	783	0.000002525144	0.40586	-0.01032033	7	46.56757	95.08108	0.9042236	133.8656	17.10164	46.00555
ADAMTSL1	9	18474104	18910945	313133.1	527	0.000002882141	0.3930217	-0.01797973	2	44.89189	92.75676	0.7678365	79.6	7.777049	49.70325
ADAMTSL2	9	136397286	136440640	1869593	315	0.000002440489	0.56856	0.03524813	26	29.75676	59.18919	0.8719597	66.81639	7.645902	60.9671
ADAMTSL3	15	84322838	84708591	112410.2	888	0.000003876899	0.400134	-0.006564534	9	51.13514	97.45946	0.8703289	117.1508	13.44918	46.10394
ADAMTSL4	1	150521898	150533410	1475649	152	0.000002753431	0.49927	0.03127347	32	46.13514	89.91892	0.941587	119.7672	15.35738	60.09782
ADAMTSL5	19	1505017	1513188	2122824	221	0.000002374948	0.59495	0.03479474	47	37.83784	71.78378	0.8992139	39.76393	1.219672	64.99868
ADAP1	7	937538	994289	737267.1	310	0.000003345032	0.54199	0.04053938	7	40.91892	67.02703	0.7783324	67.57377	6.455738	63.10392
ADAP2	17	29248754	29286209	594135.1	209	0.000002243233	0.4287	0.0196519	13	49.51351	92.48649	0.8395229	108.6361	12.72787	51.22644
ADAR	1	154554536	154600437	1927515	403	0.000002631592	0.454685	0.03639176	30	56.86486	97.21622	0.9343328	166.2885	26.82623	49.98886
ADARB1	21	46494493	46646478	596496.1	250	0.000003115926	0.5034767	0.04181516	30	46.24324	96.13514	0.8851816	119.5115	13.81967	51.20784
ADARB2	10	1228074	1779718	284079.7	633	0.000004741591	0.4795883	0.007610472	7	39.72973	74.02703	0.6464081	53.90492	2.695082	58.83988
ADAT1	16	75632998	75657154	449343.3	354	0.000003328616	0.46353	0.0182845	19	55.91892	97.45946	0.8740373	167.9344	24.19344	47.03033
ADAT2	6	143743970	143771841	299410.1	495	0.000002194169	0.39773	0.006618702	4	53.13514	94.67568	0.7729317	128.1311	16.12131	47.68833
AZIN2	1	33546714	33585994	756118	264	0.000001788033	0.47112	0.02077103	28	46.64865	91.86486	0.8704908	105.5344	8.183607	56.86073
ADCK1	14	78266426	78400296	427927.8	517	0.000002853057	0.4540733	0.02365163	19	50.97297	96.91892	0.8522717	137.2951	17.62623	55.10317
ADCK2	7	140372953	140394908	354697	567	0.000002933908	0.47021	0.03793257	10	48.86486	92.75676	0.8972408	132.9574	17.11803	54.92092
ADCK4	19	41197434	41222790	1022809	201	0.000002522563	0.5249	0.03070265	28	50.08108	92.16216	0.8952339	90.38361	7.022951	59.10727
ADCK5	8	145597731	145618451	2284602	200	0.000003526480	0.59055	0.03179561	37	43.21622	70.08108	0.9477174	43.2	1.432787	62.51493
ADCY1	7	45614125	45762712	287930.6	686	0.000003649935	0.457795	0.01139992	11	49.43243	89.10811	0.860436	109.1967	11.32459	54.80178
ADCY10	1	167778625	167883453	534610.7	238	0.000002827094	0.42905	0.01328722	11	59.13514	98.89189	0.8884359	167.2459	25.85902	42.61814
ADCY2	5	7396343	7830194	60910.69	1014	0.000006397822	0.4094667	-0.02240048	2	57.24324	93.16216	0.8496237	152.2557	23.61967	45.05885
ADCY3	2	25042041	25142055	284876.8	296	0.000001793181	0.46749	0.03719259	15	48.62162	90.16216	0.8868412	115.1607	13.60328	57.99004
ADCY4	14	24787571	24803864	906123.5	173	0.000002224418	0.506665	0.03896115	42	50.21622	92.45946	0.9116983	81.66557	5.331148	57.00789
ADCY5	3	123003399	123167392	372027.1	458	0.000002467031	0.48012	0.04249693	14	49.86486	87.83784	0.8687395	102.5508	11.92131	58.55859
ADCY6	12	49159976	49182820	1715886	328	0.000002480429	0.43098	0.03833591	18	49.89189	91.64865	0.9386042	101.5607	10.70164	56.87713
ADCY7	16	50321823	50352043	304155.5	520	0.000002370084	0.50928	0.02140371	7	43.78378	86.27027	0.8591795	96.74098	9.059016	59.32451
ADCY8	8	131792548	132052835	45405.58	771	0.000006702229	0.407665	-0.007007699	2	58.35135	93.83784	0.8843316	121.6754	16.48525	48.67007
ADCY9	16	4012653	4166186	740126.4	140	0.000001711628	0.471455	0.01876397	24	43.91892	90.40541	0.926343	127.9967	16.07869	54.26109
ADCYAP1	18	904944	912171	272034.2	531	0.000004758587	0.42432	-0.01342358	10	35.40541	58.45946	0.8725216	106.4	16.85246	57.152
ADCYAP1R1	7	31092142	31146311	364216	631	0.000003731293	0.501915	0.007132637	11	54.94595	95.94595	0.822036	123.3115	14.98033	52.86218
ADD1	4	2845584	2931787	669373	264	0.000001870143	0.511155	0.04480854	13	47.56757	95.27027	0.8749878	146.2033	21.56721	48.81059
ADD2	2	70889216	70995375	659649	592	0.000002304354	0.43442	0.02388935	13	53.21622	96.72973	0.8846391	127.5246	15.91803	55.87512
ADD3	10	111765726	111895320	349258.2	424	0.000003040493	0.40882	0.003179029	2	49.64865	97.78378	0.8996409	126.8951	13.28525	38.99968
ADH1A	4	100197524	100212142	250334.5	786	0.000002319179	0.38286	0.002662071	10	48.59459	96.48649	0.9255149	198.8426	32.48197	44.20669
ADH1B	4	100227528	100242572	332785.3	854	0.000002340513	0.37843	0.007953384	10	47.27027	96.54054	0.9274988	181.3148	29.01967	45.10305
ADH1C	4	100257651	100273917	332785.3	854	0.000002340513	0.37843	0.007953384	10	46.78378	94.56757	0.9203465	212.9082	37.6623	44.22764
ADH4	4	100044835	100065449	166160.4	760	0.000002265540	0.39318	0.0008346662	6	42.32432	94.54054	0.9002196	96.82623	5.672131	39.94298
ADH5	4	99992132	100009931	192327.4	549	0.000002251954	0.400845	0.01100158	6	46.72973	94.32432	0.9122967	101.9311	14.74754	44.26997
ADH6	4	100123795	100140403	167883.6	786	0.000002297845	0.38729	-0.002629241	8	47.54054	96.81081	0.9288268	159.6164	19.50492	41.3466
ADH7	4	100333419	100356667	332944.3	854	0.000002398804	0.3783	0.01164734	10	46	96.91892	0.9198529	111.8459	12.12787	40.87536
ADHFE1	8	67344718	67381042	259302.5	268	0.000003305326	0.40876	0.01234367	8	55.02703	95.40541	0.8760153	177.4328	33.13115	44.44932
ADI1	2	3501691	3523350	254698.8	390	0.000004130016	0.4955807	0.01554832	4	47.86486	85.16216	0.8812647	75.27213	4.213115	45.26274
ADIG	20	37209838	37217104	525954.8	539	0.000002904424	0.42994	0.03949126	11	58.97297	99.24324	0.7517755	80.88197	7.481967	52.16565
ADIPOQ	3	186560463	186576250	449980	384	0.000002759446	0.44514	0.02513656	13	72.89189	99.43243	0.9216364	150.1246	21.31148	50.50387
ADIPOR1	1	202909963	202927700	421205.7	389	0.000002257707	0.43195	0.03032769	14	56.54054	99.56757	0.9001835	120.2689	13.4459	48.7884
ADIPOR2	12	1800247	1897844	259057.3	403	0.000002923455	0.43088	0.02941512	6	54.2973	98.67568	0.8256376	179.9541	30.47869	43.13479
ADK	10	75910965	76469059	622159.2	598	0.000001831186	0.3790317	0.0397181	16	41.37838	83.08108	0.5542879	100.9934	13.02295	38.205
ADM	11	10326642	10328923	860703.6	273	0.000002157520	0.41124	0.01159981	6	43.40541	86.94595	0.9210058	63.33443	0.5540984	62.00994
ADNP	20	49506883	49547527	386595	367	0.000002461263	0.47382	0.03631808	12	64.62162	99.81081	0.8867244	214.4525	43.07541	42.09113
ADO	10	64564516	64568238	176900.6	852	0.000002992916	0.4057	0.03197044	5	33.27027	53.62162	0.9691558	17.43934	0	67.97994
ADORA1	1	203096836	203136533	469028.9	453	0.000002328508	0.487165	0.03682687	17	47	91.13514	0.9237537	152.2262	21.9082	60.05142
ADORA2A	22	24823530	24838324	611615.9	186	0.000003100055	0.47891	0.05431582	24	47.48649	87.51351	0.9661731	163.918	27.78361	58.99325
ADORA2B	17	15848231	15879210	931950.8	350	0.000003052113	0.4482	-0.03345436	10	45.13514	84.56757	0.9240635	104.9541	12.79016	50.07072
ADORA3	1	112025971	112106597	374092.3	330	0.000002399337	0.414755	0.02739502	15	51.62162	98.45946	0.8469048	98.56066	8.347541	48.2855
ADPGK	15	73043710	73076126	1106545	526	0.000002306331	0.42524	0.04255108	13	51.59459	92.27027	0.8245201	103.4131	10.59344	47.96237
ADPRH	3	119298523	119308791	289679.4	595	0.000003095330	0.419825	0.04000368	13	59.48649	98.78378	0.9452341	180.0656	29.6623	51.39197
ADPRHL1	13	114076260	114107839	808200.5	223	0.000008661920	0.512195	0.04902226	12	43	85.16216	0.8787381	117.5574	13.77049	55.65902
ADPRHL2	1	36554453	36559532	853739.5	282	0.000002011630	0.401	0.02710964	14	48.24324	88.86486	0.9178786	90.6459	6.888525	56.78875
ADRA1A	8	26605667	26722922	259233	692	0.000002543752	0.40856	0.003027903	6	44.62162	88.72973	0.9062307	172.4328	32.99344	54.03313
ADRA1B	5	159343740	159400017	206269.9	458	0.000002665634	0.43736	0.03107486	5	32.08108	64.51351	0.7866236	113.0033	15.28525	55.7663
ADRA1D	20	4201278	4229659	805921.2	428	0.000002774393	0.49167	0.01381275	16	33.54054	58.56757	0.8596939	31.12131	0.2754098	64.48622
ADRA2A	10	112836790	112840660	285612.9	547	0.000002863789	0.39226	-0.0007109521	8	25.24324	44.72973	0.9418674	56.51148	5.488525	60.15767
ADRA2B	2	96778626	96781888	792335.9	366	0.000003248703	0.47857	0.04089958	10	46.05405	77.37838	0.9542693	38.54754	0.07213115	63.09544
ADRA2C	4	3768296	3770251	326571.9	592	0.000004423086	0.55433	0.03623706	12	24.48649	49.40541	0.9713354	30.42295	0	62.91103
ADRB1	10	115803806	115806665	272214	502	0.000001765241	0.42819	0.02496802	9	17.24324	30.67568	0.9519076	49.34426	3.242623	65.59607
ADRB2	5	148206156	148208196	298389.5	408	0.000002100069	0.4164	0.02241467	9	46.54054	91.48649	0.9904561	133.0066	16.2623	52.01656
ADRB3	8	37820516	37824184	672861.4	356	0.000002362743	0.47857	0.02504319	9	44.10811	62.27027	0.8864042	17.53115	0.03278689	62.26231
ADRBK1	11	67033905	67054029	1369264	177	0.000002963852	0.47087	0.04390302	29	45.21622	84.51351	0.8748598	110.8459	12.56066	60.98311
ADRBK2	22	25960861	26125256	149271.6	580	0.000003196375	0.4279	-0.01282032	8	51.08108	95.43243	0.6559178	130.8164	13.36721	42.17371
ADRM1	20	60878027	60883916	990360.1	252	0.000003425491	0.54717	0.00938744	10	47.2973	83.48649	0.8909373	83.55082	8.967213	61.00587
ADSL	22	40742504	40762573	445025.8	427	0.000002300285	0.4352	0.04659515	12	53.94595	95.10811	0.8650746	143.2131	21.07869	45.03976
ADSS	1	244571797	244615413	710088.2	534	0.000003596823	0.41779	0.002229515	5	50.35135	93.10811	0.8413596	105.6557	10.33443	34.74746
ADSSL1	14	105190534	105213645	681503.7	208	0.000002699040	0.57111	0.02874897	12	40.91892	82.78378	0.8756055	94.32787	9.977049	57.81984
AEBP1	7	44143960	44154158	1151124	282	0.000002794714	0.53555	0.05565149	15	44.43243	81.18919	0.9565003	84.13443	8.02623	60.98566
AEBP2	12	19592608	19675173	152348.9	339	0.000003474236	0.41967	-0.02087062	5	47.64865	88.86486	0.2792449	33.49508	0.01311475	42.92941
AEN	15	89164527	89175512	393644.8	605	0.000003804243	0.43743	0.01429929	6	46.35135	89	0.9201421	92.66885	11.19672	60.98251
AES	19	3052908	3062964	1092464	195	0.000002695632	0.53265	0.02975757	29	36.89189	71.62162	0.8105092	96.14098	12.45246	60.5707
AFAP1	4	7760440	7941653	166374.7	260	0.000002431612	0.49658	0.03797975	7	46.13514	95.59459	0.8504104	118.9213	13.91148	49.18942
AFAP1L1	5	148651401	148721365	386335.5	380	0.000001681129	0.455995	0.02492486	7	45.7027	89.97297	0.8556595	73.65574	4.737705	54.99995
